"Pokemon","Fast Move","Charged Move","DPS","TDO","DPS^3*TDO","CP"
"Hatterene","Confusion","Psychic","15.421","345.8","1268","2829"
"Delphox","Zen Headbutt","Psychic","14.444","400.8","1207.9","3059"
"Shadow Slowbro","Confusion","Psychic","14.519","378.2","1157.7","2545"
"Shadow Slowking","Confusion","Psychic","14.519","378.2","1157.7","2545"
"Beheeyem","Confusion","Psychic","14.666","355.1","1120.2","2753"
"Lugia","Extrasensory","Future Sight","11.84","667.6","1108.1","3703"
"Mr. Rime","Confusion","Psychic","14.069","388.3","1081.4","2827"
"Hisuian Braviary","Zen Headbutt","Psychic","13.951","378.2","1027","2814"
"Solgaleo","Zen Headbutt","Psychic Fangs","12.658","503.1","1020.4","4035"
"Deoxys (Attack Forme)","Zen Headbutt","Psycho Boost","19.456","125.2","922","2580"
"Mesprit","Confusion","Future Sight","12.996","419.7","921.3","3058"
"Shadow Girafarig","Confusion","Psychic","15.056","241","822.4","2046"
"Deoxys (Normal Forme)","Zen Headbutt","Psycho Boost","15.596","213.9","811.3","3160"
"Mega Medicham","Psycho Cut","Psychic","13.346","336","798.6","2495"
"Galarian Rapidash","Psycho Cut","Psychic","13.642","298.3","757.4","2461"
"Reuniclus","Zen Headbutt","Future Sight","12.688","368.8","753.4","2927"
"Indeedee (Male)","Extrasensory","Psychic","13.692","292.4","750.4","2443"
"Starmie","Hidden Power (Psychic)","Psychic","13.021","305.7","674.9","2584"
"Jynx","Confusion","Psyshock","13.459","276","672.8","2555"
"Galarian Slowbro","Confusion","Psychic","12.405","340","649.1","2445"
"Slowbro","Confusion","Psychic","11.989","374.8","645.9","2545"
"Slowking","Confusion","Psychic","11.989","374.8","645.9","2545"
"Galarian Slowking","Confusion","Future Sight","11.883","371.4","623.2","2717"
"Shadow Golduck","Confusion","Psychic","13.033","273.5","605.4","2450"
"Indeedee (Female)","Extrasensory","Psychic","12.24","316.1","579.6","2397"
"Lunatone","Confusion","Psychic","12.154","314.6","564.7","2327"
"Solrock","Confusion","Psychic","12.154","314.6","564.7","2327"
"Gothitelle","Confusion","Psychic","11.755","335.6","545.1","2419"
"Oranguru","Confusion","Psychic","11.382","363","535.2","2450"
"Shadow Hypno","Confusion","Psychic","11.971","306.7","526.2","2090"
"Shadow Kadabra","Confusion","Psybeam","14.976","154.3","518.4","2059"
"Mr. Mime","Confusion","Psychic","12.526","258.2","507.4","2228"
"Grumpig","Extrasensory","Psychic","11.49","331.8","503.4","2369"
"Musharna","Zen Headbutt","Future Sight","11.004","370.4","493.6","2723"
"Cresselia","Confusion","Future Sight","9.73","506.9","467","2857"
"Calyrex","Confusion","Psychic","11.16","329","457.3","2278"
"Girafarig","Confusion","Psychic","12.409","238.3","455.5","2046"
"Galarian Mr. Mime","Confusion","Psychic","12.164","236.1","424.9","2068"
"Meowstic - Female","Confusion","Psychic","11.287","276.6","397.7","2124"
"Meowstic - Male","Confusion","Psychic","11.287","276.6","397.7","2124"
"Shadow Venomoth","Confusion","Psychic","12.334","210.7","395.4","2082"
"Bronzong","Confusion","Psychic","10.822","311.6","395","2239"
"Gorebyss","Confusion","Psychic","11.589","251.2","390.9","2494"
"Duosion","Zen Headbutt","Psyshock","12.586","183.5","365.7","2018"
"Uxie","Confusion","Future Sight","9.81","380.3","359","2524"
"Orbeetle","Confusion","Psychic","10.444","314.2","357.9","2223"
"Shadow Luxray","Hidden Power (Psychic)","Psychic Fangs","11.433","231.8","346.4","2888"
"Golduck","Confusion","Psychic","10.764","271","338","2450"
"Bruxish","Confusion","Psychic Fangs","11.241","229.7","326.2","2389"
"Chimecho","Extrasensory","Psyshock","10.641","267.8","322.6","2259"
"Sigilyph","Zen Headbutt","Psybeam","10.563","254.8","300.3","2550"
"Deoxys (Speed Forme)","Zen Headbutt","Psycho Boost","10.504","258.2","299.2","2879"
"Hypno","Confusion","Psychic","9.906","304.6","296.1","2090"
"Kadabra","Confusion","Psybeam","12.43","153.7","295.2","2059"
"Shadow Metang","Zen Headbutt","Psychic","11.024","207","277.3","1721"
"Swoobat","Confusion","Psychic","11.178","189.2","264.3","1716"
"Clefable","Zen Headbutt","Psychic","9.765","277.1","258","2437"
"Shadow Abra","Zen Headbutt","Psyshock","14.249","86.3","249.7","1342"
"Claydol","Confusion","Psychic","9.508","273.7","235.3","1971"
"Venomoth","Confusion","Psychic","10.183","208.8","220.5","2082"
"Hattrem","Confusion","Psychic","10.536","177.5","207.6","1634"
"Blissey","Zen Headbutt","Psychic","7.5","489.4","206.4","2757"
"Malamar","Psycho Cut","Psybeam","9.317","250.2","202.4","2359"
"Luxray","Hidden Power (Psychic)","Psychic Fangs","9.473","230.4","195.9","2888"
"Cofagrigus","Zen Headbutt","Psychic","8.718","253.1","167.7","2273"
"Gothorita","Confusion","Psychic","9.503","188.4","161.7","1604"
"Metang","Zen Headbutt","Psychic","9.129","205.7","156.5","1721"
"Elgyem","Confusion","Psychic","10.403","133.7","150.5","1385"
"Butterfree","Confusion","Psychic","9.542","171.1","148.7","1827"
"Noctowl","Extrasensory","Psychic","8.475","241.4","146.9","2024"
"Shadow Slowpoke","Confusion","Psychic","9.953","144.4","142.4","1226"
"Alomomola","Hidden Power (Psychic)","Psychic","7.942","284","142.3","2169"
"Abra","Zen Headbutt","Psyshock","11.707","85.1","136.5","1342"
"Solosis","Zen Headbutt","Psyshock","10.573","102.8","121.5","1367"
"Shadow Exeggcute","Confusion","Psychic","9.4","129.4","107.5","1175"
"Medicham","Psycho Cut","Psychic","8.57","168.8","106.3","1431"
"Galarian Ponyta","Psycho Cut","Psybeam","8.992","134.7","97.9","1697"
"Espurr","Confusion","Psychic","8.63","133.7","85.9","1259"
"Shadow Kirlia","Confusion","Psychic","10.117","80.5","83.3","966"
"Deoxys (Defense Forme)","Zen Headbutt","Psycho Boost","6.87","250","81.1","2274"
"Galarian Slowpoke","Confusion","Psychic","8.17","142.2","77.6","1226"
"Slowpoke","Confusion","Psychic","8.17","142.2","77.6","1226"
"Shadow Porygon","Zen Headbutt","Psybeam","8.326","129.4","74.7","1720"
"Shadow Drowzee","Confusion","Psychic","8.002","118.8","60.9","1040"
"Exeggcute","Confusion","Psychic","7.768","128.3","60.1","1175"
"Mime Jr.","Confusion","Psychic","8.448","92","55.5","1095"
"Kirlia","Confusion","Psychic","8.361","79.8","46.7","966"
"Wormadam (Plant Cloak)","Confusion","Psybeam","6.633","152.6","44.5","1773"
"Wormadam (Sandy Cloak)","Confusion","Psybeam","6.633","152.6","44.5","1773"
"Munna","Zen Headbutt","Psyshock","7.352","108.1","42.9","1145"
"Porygon","Zen Headbutt","Psybeam","6.917","129","42.7","1720"
"Spoink","Zen Headbutt","Psybeam","6.94","112.2","37.5","1334"
"Woobat","Confusion","Psyshock","7.298","90.2","35","1016"
"Drowzee","Confusion","Psychic","6.627","118","34.3","1040"
"Gothita","Confusion","Psychic","7.168","90.3","33.3","951"
"Chingling","Zen Headbutt","Psyshock","7.38","79.8","32.1","1005"
"Dottler","Confusion","Psychic","6.413","116.4","30.7","1030"
"Wormadam (Trash Cloak)","Confusion","Psybeam","6.064","135.9","30.3","1593"
"Hatenna","Confusion","Psychic","7.221","74.7","28.1","861"
"Shadow Psyduck","Zen Headbutt","Psybeam","6.934","67","22.4","1106"
"Shadow Venonat","Confusion","Psybeam","6.085","68.8","15.5","1004"
"Chansey","Zen Headbutt","Psychic","4.168","207.6","15","1255"
"Psyduck","Zen Headbutt","Psybeam","5.758","66.8","12.8","1106"
"Shadow Ralts","Confusion","Psyshock","6.863","33.5","10.8","539"
"Venonat","Confusion","Psybeam","5.059","68.6","8.9","1004"
"Meditite","Confusion","Psyshock","5.405","53.5","8.5","693"
"Baltoy","Confusion","Psybeam","4.774","62.2","6.8","787"
"Ralts","Confusion","Psyshock","5.655","33.1","6","539"
"Cleffa","Zen Headbutt","Psychic","4.878","48.4","5.6","671"
"Togepi","Zen Headbutt","Psyshock","3.964","45.4","2.8","657"
"Bronzor","Confusion","Psyshock","3.452","66.4","2.7","603"
"Happiny","Zen Headbutt","Psychic","2.433","37.3","0.5","371"
