"Pokemon","Fast Move","Charged Move","DPS","TDO","DPS^3*TDO","CP"
"Pincurchin","Thunder Shock","Thunderbolt","11.284","205.4","295.1","1931"
"Lanturn","Spark","Thunderbolt","9.872","294.7","283.6","2085"
"Klinklang","Thunder Shock","Zap Cannon","9.975","269.5","267.5","2637"
"Boltund","Spark","Thunder","10.915","204.6","266","2176"
"Stunfisk","Thunder Shock","Discharge","9.332","307.2","249.6","2162"
"Reuniclus","Hidden Power (Electric)","Thunder","9.611","279.4","248.1","2927"
"Plusle","Spark","Thunderbolt","10.899","185.2","239.8","1778"
"Dedenne","Thunder Shock","Discharge","10.545","198.5","232.7","1841"
"Shadow Flaaffy","Charge Beam","Thunderbolt","11.462","153.7","231.4","1521"
"Alolan Graveler","Volt Switch","Thunderbolt","10.315","206.3","226.4","1897"
"Porygon2","Hidden Power (Electric)","Zap Cannon","9.404","271.1","225.4","2711"
"Luxio","Spark","Wild Charge","11.474","148.9","225","1486"
"Shadow Magnemite","Thunder Shock","Thunderbolt","12.676","107.7","219.3","1362"
"Eelektrik","Spark","Thunderbolt","10.291","184.3","200.9","1715"
"Aromatisse","Charge Beam","Thunderbolt","9.141","252.3","192.7","2341"
"Emolga","Thunder Shock","Thunderbolt","10.459","165.9","189.9","1633"
"Shadow Probopass","Spark","Thunderbolt","8.797","250.8","170.7","2080"
"Minun","Spark","Thunderbolt","9.662","188.1","169.6","1694"
"Starmie","Hidden Power (Electric)","Thunder","9.126","214.2","162.8","2584"
"Charjabug","Spark","Discharge","9.253","185.3","146.8","1697"
"Shadow Porygon","Hidden Power (Electric)","Discharge","9.695","150.7","137.3","1720"
"Flaaffy","Charge Beam","Thunderbolt","9.431","151.8","127.3","1521"
"Magnemite","Thunder Shock","Thunderbolt","10.558","107.6","126.7","1362"
"Klang","Thunder Shock","Thunderbolt","8.296","185","105.6","1847"
"Duosion","Hidden Power (Electric)","Thunder","9.134","133.1","101.5","2018"
"Probopass","Spark","Thunderbolt","7.358","251.7","100.3","2080"
"Shadow Mareep","Thunder Shock","Thunderbolt","9.959","87.2","86.1","991"
"Elekid","Thunder Shock","Thunderbolt","9.202","105.9","82.5","1206"
"Shadow Electrike","Spark","Thunderbolt","10.317","74.9","82.3","965"
"Porygon","Charge Beam","Discharge","7.987","149","75.9","1720"
"Alolan Geodude","Volt Switch","Thunderbolt","8.485","116.9","71.4","1293"
"Shadow Shinx","Spark","Thunderbolt","10.159","66.4","69.6","876"
"Shadow Voltorb","Spark","Thunderbolt","9.06","89.1","66.3","1010"
"Chinchou","Spark","Thunderbolt","7.63","116.2","51.6","1119"
"Mareep","Thunder Shock","Thunderbolt","8.217","86.3","47.9","991"
"5th Anniversary Pikachu","Thunder Shock","Wild Charge","8.366","81.2","47.5","938"
"Flying Pikachu","Thunder Shock","Wild Charge","8.366","81.2","47.5","938"
"Pikachu","Thunder Shock","Wild Charge","8.366","81.2","47.5","938"
"Electrike","Spark","Thunderbolt","8.523","74.3","46","965"
"Pachirisu","Spark","Thunderbolt","6.61","145.8","42.1","1213"
"Blitzle","Spark","Thunderbolt","8.419","66","39.4","882"
"Helioptile","Thunder Shock","Discharge","8.05","73.8","38.5","933"
"Shinx","Spark","Thunderbolt","8.36","65.5","38.3","876"
"Voltorb","Spark","Thunderbolt","7.53","88.9","37.9","1010"
"Joltik","Charge Beam","Discharge","7.298","87","33.8","1023"
"Hisuian Voltorb","Charge Beam","Thunderbolt","7.172","84.7","31.2","1010"
"Solosis","Hidden Power (Electric)","Thunder","7.363","71.6","28.6","1367"
"Spritzee","Charge Beam","Thunderbolt","6.268","111.9","27.6","1252"
"Meltan","Thunder Shock","Thunderbolt","6.955","79.8","26.8","1068"
"Pikachu Libre","Thunder Shock","Thunder Punch","6.922","67.2","22.3","938"
"Pop Star Pikachu","Thunder Shock","Thunder Punch","6.922","67.2","22.3","938"
"Rock Star Pikachu","Thunder Shock","Thunder Punch","6.922","67.2","22.3","938"
"Shadow Nosepass","Spark","Thunderbolt","5.816","90.5","17.8","993"
"Klink","Volt Switch","Discharge","5.468","69.7","11.4","956"
"Nosepass","Spark","Thunderbolt","4.902","91.5","10.8","993"
"Yamper","Spark","Thunder","5.189","63.5","8.9","788"
"Pichu","Thunder Shock","Thunderbolt","5.822","27.5","5.4","473"
