"Pokemon","Fast Move","Charged Move","DPS","TDO","DPS^3*TDO","CP"
"Pinsir","Rock Smash","Superpower","11.539","280.8","431.3","2959"
"Magmortar","Karate Chop","Brick Break","11.264","286.5","409.5","3132"
"Mew","Rock Smash","Focus Blast","10.217","382.9","408.3","3265"
"Grimmsnarl","Low Kick","Power-Up Punch","10.892","268.9","347.5","2850"
"Kubfu","Counter","Dynamic Punch","12.287","184.1","341.5","1697"
"Shadow Kangaskhan","Low Kick","Power-Up Punch","10.643","274.7","331.2","2586"
"Hitmontop","Counter","Close Combat","10.711","250.8","308.2","2156"
"Scrafty","Counter","Power-Up Punch","10.029","293.6","296.2","2283"
"Regice","Rock Smash","Focus Blast","8.734","402.6","268.3","3122"
"Regirock","Rock Smash","Focus Blast","8.734","402.6","268.3","3122"
"Obstagoon","Counter","Cross Chop","9.369","308.5","253.6","2652"
"Gurdurr","Low Kick","Brick Break","10.054","221.4","225","2169"
"Gogoat","Rock Smash","Brick Break","8.982","281","203.6","2798"
"Hisuian Sneasel","Rock Smash","Close Combat","10.211","183.7","195.5","2051"
"Kangaskhan","Low Kick","Power-Up Punch","8.832","273.6","188.5","2586"
"Shadow Machop","Karate Chop","Cross Chop","10.516","110.3","128.3","1278"
"Medicham","Counter","Dynamic Punch","8.968","176.7","127.4","1431"
"Lopunny","Double Kick","Focus Blast","8.365","216","126.4","2059"
"Galarian Farfetch'd","Rock Smash","Brick Break","9.634","134.5","120.3","1674"
"Registeel","Rock Smash","Focus Blast","7.181","306.5","113.5","2447"
"Vigoroth","Counter","Brick Break","8.152","185.5","100.5","1968"
"Mienfoo","Low Kick","Focus Blast","9.525","106.8","92.3","1389"
"Crabrawler","Rock Smash","Power-Up Punch","8.88","107.8","75.5","1363"
"Monferno","Rock Smash","Low Sweep","8.384","123.6","72.8","1574"
"Machop","Karate Chop","Cross Chop","8.694","109.4","71.9","1278"
"Mankey","Karate Chop","Cross Chop","9.066","82.4","61.4","1164"
"Timburr","Low Kick","Brick Break","8.074","112","59","1315"
"Pancham","Low Kick","Low Sweep","7.862","121.1","58.9","1489"
"Scraggy","Rock Smash","Brick Break","7.494","116.2","48.9","1372"
"Clobbopus","Rock Smash","Superpower","7.754","96.5","45","1137"
"Riolu","Counter","Cross Chop","8.434","73.5","44.1","993"
"Magby","Karate Chop","Brick Break","7.473","84.5","35.3","1323"
"Shadow Makuhita","Rock Smash","Cross Chop","7.987","60.9","31","817"
"Elekid","Low Kick","Brick Break","6.711","77.3","23.3","1206"
"Skiddo","Rock Smash","Brick Break","6.085","88.9","20","1250"
"Makuhita","Rock Smash","Cross Chop","6.54","59.8","16.7","817"
"Meditite","Rock Smash","Low Sweep","4.582","45.4","4.4","693"
"Tyrogue","Rock Smash","Brick Break","4.368","30.2","2.5","492"
